08819	1.002	0.970
12738	0.996	7.822
07163	11.116	11.116
08859	0.997	1.000
08820	1.002	0.970
08817	1.002	0.970
08818	0.999	0.970
08816	1.002	0.970
08856	0.959	0.955
09103	1.002	1.001
09107	1.001	1.010
09108	1.001	1.010
09105	1.001	1.001
12876	4.560	1.016
09109	1.001	1.001
09104	1.009	1.001
12745	2.759	1.484
12939	2.759	1.484
09097	1.001	1.001
09096	1.001	1.001
09102	1.001	1.000
09101	1.001	1.001
09099	1.001	1.001
03891	0.996	1.001
00430	1.062	2.351
12727	1.783	2.156
09098	1.001	1.001
12905	1.454	2.053
11025	1.972	1.663
12923	0.972	1.007
08813	0.999	0.996
08825	0.999	0.970
08814	0.997	0.996
12862	0.135	0.164
12866	0.469	0.247
12869	0.338	0.984
08812	1.038	1.539
08830	0.993	0.996
08744	1.002	1.098
00091	0.989	0.433
11576	1.511	1.508
04633	1.501	1.003
09351	0.990	0.990
12739	1.003	1.476
08743	1.016	1.058
12906	1.004	1.452
05820	1.302	1.440
12880	1.004	1.427
05918	1.088	1.418
08874	0.990	1.009
04100	1.000	1.025
04099	1.000	1.025
08989	1.077	0.610
03898	1.001	1.028
04496	1.188	1.388
00752	1.020	1.027
12891	0.633	0.997
04452	0.633	0.769
04634	1.363	1.043
04636	1.363	1.043
03888	1.009	1.031
00444	1.062	1.340
03568	1.036	1.038
03567	1.036	1.038
08745	1.028	0.999
12731	0.643	0.985
08758	1.030	1.028
08911	0.703	0.665
03896	1.001	1.019
03910	1.001	1.019
03911	1.001	1.019
03895	1.001	1.019
11891	0.997	0.674
03494	1.001	1.324
06495	1.001	1.020
06496	1.001	1.020
09485	1.014	0.685
09484	1.014	0.685
03503	1.035	1.313
03504	0.983	1.305
06228	1.005	1.333
03899	1.016	1.010
03915	1.009	1.010
03897	1.009	1.010
03914	1.009	1.010
03916	1.009	1.010
12728	1.225	1.263
06497	1.009	1.020
00418	0.995	1.277
12708	0.871	0.726
09138	1.018	0.999
09144	1.018	0.999
09149	1.018	0.999
09151	1.018	0.999
09146	1.018	0.999
09150	1.018	0.999
09142	1.018	0.999
09145	1.018	0.999
09148	1.018	0.999
09147	1.018	0.999
09141	1.018	0.999
09143	1.018	0.999
09139	1.018	0.999
12978	1.001	1.018
12013	1.054	1.274
03900	1.106	0.864
03887	1.016	1.010
03906	1.001	1.010
03908	1.006	1.010
09140	1.018	0.999
11440	1.006	1.267
07632	0.927	1.262
08753	1.018	0.999
08741	1.002	0.999
07735	1.110	1.255
00445	1.062	1.245
05897	0.995	1.257
00111	0.997	1.248
06588	1.001	1.010
06587	1.001	1.010
12952	1.001	1.010
09226	0.984	1.206
03370	1.234	1.238
04048	1.234	1.238
06229	1.234	1.238
10491	1.234	1.238
12127	1.234	1.238
04751	1.239	1.238
04752	1.239	1.238
04753	1.239	1.238
04750	1.239	1.238
03387	0.995	1.001
06576	1.001	1.001
06581	1.001	1.001
06579	1.001	1.001
06589	1.001	1.001
03386	0.995	1.001
03385	0.995	1.001
06585	1.001	1.001
06578	1.001	1.001
06577	1.001	1.001
02719	0.840	0.771
00572	1.060	1.221
03384	0.995	0.992
00565	1.060	1.221
00571	1.060	1.221
11517	1.005	1.221
07423	1.221	1.221
07424	1.221	1.221
08635	0.999	1.150
00084	1.001	0.786
12733	0.995	0.997
03005	1.004	0.789
08624	0.994	0.792
11389	1.046	1.048
11455	1.046	1.048
02708	1.204	1.017
03238	1.204	1.017
02705	1.204	1.017
03243	1.204	1.017
08811	0.991	0.991
02215	1.004	0.797
02217	1.004	0.797
05898	0.995	1.206
05741	0.994	0.792
12898	1.197	0.947
11538	1.036	1.040
06582	1.001	1.000
11510	1.075	1.197
12015	1.075	1.197
09380	1.001	0.807
02172	1.004	0.806
00325	0.807	1.048
02665	1.002	0.810
02888	1.002	0.810
03235	1.002	0.810
12718	0.816	1.164
08667	1.108	1.186
02204	1.005	0.817
02206	1.005	0.817
11485	1.125	1.181
03358	1.008	1.183
08666	1.108	1.181
12696	1.016	1.182
02755	1.180	1.020
07633	1.007	1.180
02185	1.004	0.822
02828	1.004	0.822
02222	1.004	0.821
02223	1.004	0.821
12895	0.997	1.175
03502	0.984	1.177
07158	1.086	1.175
05873	1.083	1.174
05005	0.902	0.826
00142	0.883	0.826
02199	0.999	0.827
02669	1.002	0.827
03245	1.002	0.827
02674	1.002	0.827
03251	1.002	0.827
12486	0.999	1.155
03004	1.005	0.829
03003	1.005	0.829
02641	1.004	0.831
02687	1.004	0.833
03257	1.004	0.833
11401	1.060	1.119
07406	0.977	1.163
05900	0.995	1.169
05899	0.995	1.169
05902	0.995	1.169
05901	0.995	1.169
00073	1.000	1.166
02830	1.004	0.838
02165	1.004	0.838
05342	1.021	1.160
02714	1.067	1.159
00173	1.010	0.843
12987	1.010	0.843
02566	1.010	0.843
02567	1.010	0.843
05739	1.061	1.159
05961	1.015	1.103
07976	1.007	0.846
00162	1.011	0.845
12713	0.950	0.847
06216	0.998	1.010
06217	0.998	1.010
12719	0.996	0.982
02913	1.144	1.153
02912	1.144	1.153
02906	1.144	1.153
00467	0.994	0.849
03338	1.151	1.024
00082	0.981	1.152
02707	1.151	1.017
03237	1.151	1.017
02706	1.151	1.017
02710	1.151	1.017
03236	1.151	1.017
03239	1.151	1.017
03241	1.151	1.017
02582	1.082	0.849
12132	1.088	1.151
12955	44.943	44.351
08953	0.998	0.993
11003	7.790	7.761
10516	4.927	4.329
10509	4.154	4.232
10508	4.154	4.232
10507	4.154	4.232
10505	4.154	4.232
06969	3.972	3.985
10955	3.162	3.390
11916	3.162	3.390
10765	2.896	2.999
12971	2.732	0.596
12994	2.732	0.596
08196	2.421	2.434
09764	2.345	2.357
12659	1.911	2.344
11370	2.261	1.730
12008	2.261	1.730
07645	2.103	2.103
02158	1.682	2.098
08237	1.965	1.988
12985	1.887	0.819
08952	1.061	0.858
12984	1.003	0.159
05150	1.804	1.669
05149	1.804	1.719
05147	1.804	1.719
03724	0.285	0.225
10709	1.700	1.730
10718	1.644	1.730
10715	1.644	1.730
10706	1.644	1.730
10728	1.644	1.730
03418	1.004	1.066
03739	0.305	0.305
03429	1.012	1.052
03428	1.012	1.078
03723	0.369	0.307
06065	0.352	0.311
10518	1.550	1.685
07720	1.679	1.679
07725	1.679	1.679
07723	1.679	1.679
07721	1.679	1.679
07719	1.679	1.679
12983	1.025	0.322
07649	1.672	1.656
12972	0.548	0.416
04086	1.658	0.983
06044	0.367	0.415
12948	1.624	0.806
12995	1.624	0.806
00021	1.616	1.595
08316	1.579	1.594
12950	0.999	0.409
00333	0.768	0.417
03738	0.428	0.430
03737	0.428	0.428
01835	0.428	0.449
03786	0.428	0.474
07705	1.559	1.559
07702	1.559	1.559
07701	1.559	1.559
07699	1.559	1.559
07703	1.559	1.529
07704	1.559	1.529
08951	1.058	0.973
02191	0.820	0.467
04087	1.533	0.976
12288	0.512	0.510
00244	0.573	0.519
